Proizvod;Mesec_pruzanja_usluge;Jedinicna_cena;Broj_transakcija;Fakturisan_iznos;Fakturisan_korigovan_iznos;Naplacen_iznos;Kumulativ_naplacenih_iznosa;Nenaplacen_iznos;Nenaplacen_korigovan_iznos;Storniran_iznos_u_tekucem_mesecu_iz_perioda_pracenja;Otkazan_iznos;Kumulativ_otkazanih_iznosa;Iznos_za_prenos_sredstava_;Provajder
S___4822KC                              ;2025-01-01;300;330;99000;99000;71700;71700;27300;27300;0;0;0;86040;NTHMedia_S
S___5060FC                              ;2025-01-01;300;2434;730200;730200;550500;550500;179700;179700;0;0;0;660600;NTHMedia_S
S___5200BED                             ;2025-01-01;300;83;24900;24900;16800;16800;8100;8100;0;0;0;20160;NTHMedia_S
S___5200GAM                             ;2025-01-01;150;2912;436800;436800;312300;312300;124500;124500;0;0;0;374760;NTHMedia_S
S___5225AP                              ;2025-01-01;150;121;18150;18150;10500;10500;7650;7650;0;0;0;12600;NTHMedia_S
S___5225FC                              ;2025-01-01;150;4430;664500;664500;508950;508950;155550;155550;0;0;0;610740;NTHMedia_S
S___5225GET                             ;2025-01-01;300;860;258000;258000;190200;190200;67800;67800;0;0;0;228240;NTHMedia_S
S___5444CF                              ;2025-01-01;300;867;260100;260100;189900;189900;70200;70200;0;0;0;227880;NTHMedia_S
S___5444PT                              ;2025-01-01;300;931;279300;279300;213000;213000;66300;66300;0;0;0;255600;NTHMedia_S
S___5522WATCH                           ;2025-01-01;300;92;27600;27600;19800;19800;7800;7800;0;0;0;23760;NTHMedia_S
S___5530APPSFACTORY                     ;2025-01-01;150;452;67800;67800;52500;52500;15300;15300;0;0;0;63000;NTHMedia_S
S___5530FUN                             ;2025-01-01;150;16;2400;2400;2400;2400;0;0;0;0;0;2880;NTHMedia_S
S___5530GAMESBOX                        ;2025-01-01;150;22;3300;3300;3300;3300;0;0;0;0;0;3960;NTHMedia_S
S___5789CRZ                             ;2025-01-01;150;96;14400;14400;12900;12900;1500;1500;0;0;0;15480;NTHMedia_S
S___5791MMG                             ;2025-01-01;300;349;104700;104700;74700;74700;30000;30000;0;0;0;89640;NTHMedia_S
S___5791MMV                             ;2025-01-01;300;281;84300;84300;59100;59100;25200;25200;0;0;0;70920;NTHMedia_S
S___5791QCS                             ;2025-01-01;300;294;88200;88200;66300;66300;21900;21900;0;0;0;79560;NTHMedia_S
S___5791UGZ                             ;2025-01-01;300;369;110700;110700;85800;85800;24900;24900;0;0;0;102960;NTHMedia_S
S___5792PFL                             ;2025-01-01;300;330;99000;99000;65400;65400;33600;33600;0;0;0;78480;NTHMedia_S
S___5807BMS                             ;2025-01-01;150;2100;315000;315000;252000;252000;63000;63000;0;0;0;302400;NTHMedia_S
S___5807BT                              ;2025-01-01;150;2610;391500;391500;305400;305400;86100;86100;0;0;0;366480;NTHMedia_S
S___5807GYM                             ;2025-01-01;150;776;116400;116400;100950;100950;15450;15450;0;0;0;121140;NTHMedia_S
S___5807YC                              ;2025-01-01;150;4209;631350;631350;479850;479850;151500;151500;0;0;0;575820;NTHMedia_S
S___6336WO                              ;2025-01-01;300;5;1500;1500;1500;1500;0;0;0;0;0;1800;NTHMedia_S
S___7008Sat                             ;2025-01-01;150;20;3000;3000;2250;2250;750;750;0;0;0;2700;NTHMedia_S
S___7008Sex                             ;2025-01-01;150;9;1350;1350;1350;1350;0;0;0;0;0;1620;NTHMedia_S
S___8807FIT                             ;2025-01-01;300;319;95700;95700;68700;68700;27000;27000;0;0;0;82440;NTHMedia_S
S___8807HORO                            ;2025-01-01;300;628;188400;188400;132600;132600;55800;55800;0;0;0;159120;NTHMedia_S
S___8807TK1                             ;2025-01-01;50;9;450;450;450;450;0;0;0;0;0;540;NTHMedia_S
S___8807TK10                            ;2025-01-01;50;9;450;450;450;450;0;0;0;0;0;540;NTHMedia_S
S___8807TK13                            ;2025-01-01;50;87;4350;4350;3700;3700;650;650;0;0;0;4440;NTHMedia_S
S___8807TK14                            ;2025-01-01;50;18;900;900;900;900;0;0;0;0;0;1080;NTHMedia_S
S___8807TK2                             ;2025-01-01;50;37;1850;1850;900;900;950;950;0;0;0;1080;NTHMedia_S
S___8809SKUEEDIO                        ;2025-01-01;300;1540;462000;462000;353700;353700;108300;108300;0;0;0;424440;NTHMedia_S
S___GRAND                               ;2025-01-01;50;173;8650;8650;7000;7000;1650;1650;0;0;0;8400;NTHMedia_S
S___NTHfun1666                          ;2025-01-01;300;38;11400;11400;10200;10200;1200;1200;0;0;0;12240;NTHMedia_S
S_1030_FUK_1030FUK                      ;2025-01-01;750;1;750;750;750;750;0;0;0;0;0;900;NTHMedia_S
S_1441__NthChat                         ;2025-01-01;150;1178;176700;176700;94050;94050;82650;82650;0;0;0;112860;NTHMedia_S
S_1553_BAL_1553BAL                      ;2025-01-01;150;20;3000;3000;1650;1650;1350;1350;0;0;0;1980;NTHMedia_S
S_1553_ISTINA_1553ISTINA                ;2025-01-01;150;2;300;300;0;0;300;300;0;0;0;0;NTHMedia_S
S_1553_KUL_KUL                          ;2025-01-01;100;3;300;300;300;300;0;0;0;0;0;360;NTHMedia_S
S_1553_KZV_1553KZV                      ;2025-01-01;300;1772;531600;531600;363900;363900;167700;167700;0;0;0;436680;NTHMedia_S
S_1554_TKN_1554TKN                      ;2025-01-01;300;354;106200;106200;75300;75300;30900;30900;0;0;0;90360;NTHMedia_S
S_1554_VIA_1554VIA                      ;2025-01-01;600;497;298200;298200;260400;260400;37800;37800;0;0;0;312480;NTHMedia_S
S_1556_TAT1_1556TAT1                    ;2025-01-01;200;19;3800;3800;3400;3400;400;400;0;0;0;4080;NTHMedia_S
S_1556_TAT2_1556TAT2                    ;2025-01-01;300;228;68400;68400;33900;33900;34500;34500;0;0;0;40680;NTHMedia_S
S_1556_TLS1_1556TLS1                    ;2025-01-01;100;94;9400;9400;5000;5000;4400;4400;0;0;0;6000;NTHMedia_S
S_1556_TLS2_1556TLS2                    ;2025-01-01;150;3;450;450;300;300;150;150;0;0;0;360;NTHMedia_S
S_1556_TLS3_1556TLS3                    ;2025-01-01;200;56;11200;11200;7800;7800;3400;3400;0;0;0;9360;NTHMedia_S
S_1556_TLS4_1556TLS4                    ;2025-01-01;300;106;31800;31800;23100;23100;8700;8700;0;0;0;27720;NTHMedia_S
S_1556_TLS5_1556TLS5                    ;2025-01-01;150;82;12300;12300;11250;11250;1050;1050;0;0;0;13500;NTHMedia_S
S_1556_TLS6_1556TLS6                    ;2025-01-01;300;8;2400;2400;1500;1500;900;900;0;0;0;1800;NTHMedia_S
S_1556_TLS8_1556TLS8                    ;2025-01-01;580;2;1160;1160;580;580;580;580;0;0;0;696;NTHMedia_S
S_1617_SEX_1617SEX                      ;2025-01-01;750;58;43500;43500;32250;32250;11250;11250;0;0;0;38700;NTHMedia_S
S_1617_TIK_1617TIK                      ;2025-01-01;750;3;2250;2250;750;750;1500;1500;0;0;0;900;NTHMedia_S
S_1665_AN_1665An                        ;2025-01-01;300;1;300;300;300;300;0;0;0;0;0;360;NTHMedia_S
S_1665_LOVE_1665Love                    ;2025-01-01;300;1;300;300;300;300;0;0;0;0;0;360;NTHMedia_S
S_1665_SYM_1665SYM                      ;2025-01-01;450;9;4050;4050;2250;2250;1800;1800;0;0;0;2700;NTHMedia_S
S_1668_AKTIVIRAJ_1668AKTIVIRAJ          ;2025-01-01;1250;23;28750;28750;23750;23750;5000;5000;0;0;0;28500;NTHMedia_S
S_2778_ALL_2778ALL                      ;2025-01-01;500;10;5000;5000;500;500;4500;4500;0;0;0;600;NTHMedia_S
S_2778_ANDEO_2778ANDEO                  ;2025-01-01;450;260;117000;117000;88650;88650;28350;28350;0;0;0;106380;NTHMedia_S
S_2778_CODE_2778CODE                    ;2025-01-01;75;8;600;600;525;525;75;75;0;0;0;630;NTHMedia_S
S_2778_DAPA_2778DAPA                    ;2025-01-01;500;2;1000;1000;0;0;1000;1000;0;0;0;0;NTHMedia_S
S_2778_GO_2778GO                        ;2025-01-01;180;66;11880;11880;5940;5940;5940;5940;0;0;0;7128;NTHMedia_S
S_2778_KEY_2778KEY                      ;2025-01-01;400;6;2400;2400;2000;2000;400;400;0;0;0;2400;NTHMedia_S
S_2778_LEN_2778LEN                      ;2025-01-01;450;68;30600;30600;25200;25200;5400;5400;0;0;0;30240;NTHMedia_S
S_2778_PIN_2778PIN                      ;2025-01-01;800;23;18400;18400;7200;7200;11200;11200;0;0;0;8640;NTHMedia_S
S_2778_REKVIZIT_2778REKVIZIT            ;2025-01-01;75;114;8550;8550;7050;7050;1500;1500;0;0;0;8460;NTHMedia_S
S_4016_BLOCK_4016BLOCK                  ;2025-01-01;600;1;600;600;0;0;600;600;0;0;0;0;NTHMedia_S
S_4023_MILICA_4023MILICA                ;2025-01-01;250;15;3750;3750;3750;3750;0;0;0;0;0;4500;NTHMedia_S
S_4023_PEDJA_4023PEDJA                  ;2025-01-01;250;3;750;750;500;500;250;250;0;0;0;600;NTHMedia_S
S_4023_SAVET_4023SAVET                  ;2025-01-01;250;23;5750;5750;4000;4000;1750;1750;0;0;0;4800;NTHMedia_S
S_4505_APEX_4505APEX                    ;2025-01-01;800;932;745600;745600;539200;539200;206400;206400;0;0;0;647040;NTHMedia_S
S_4640_PCA_4640PCA                      ;2025-01-01;5;63;315;315;265;265;50;50;0;0;0;318;NTHMedia_S
S_4640_UCA_4640UCA                      ;2025-01-01;5;2;10;10;10;10;0;0;0;0;0;12;NTHMedia_S
S_4644_100_4644100                      ;2025-01-01;100;17;1700;1700;1000;1000;700;700;0;0;0;1200;NTHMedia_S
S_4644_150_4644150                      ;2025-01-01;150;17;2550;2550;1800;1800;750;750;0;0;0;2160;NTHMedia_S
S_4644_200_4644200                      ;2025-01-01;200;17;3400;3400;3000;3000;400;400;0;0;0;3600;NTHMedia_S
S_4644_300_4644300                      ;2025-01-01;300;11;3300;3300;2400;2400;900;900;0;0;0;2880;NTHMedia_S
S_4644_50_464450                        ;2025-01-01;50;12;600;600;250;250;350;350;0;0;0;300;NTHMedia_S
S_4644_GAME_4644GAME                    ;2025-01-01;50;3;150;150;50;50;100;100;0;0;0;60;NTHMedia_S
S_4644_GAME1_4644GAME1                  ;2025-01-01;100;3;300;300;200;200;100;100;0;0;0;240;NTHMedia_S
S_4644_GAME2_4644GAME2                  ;2025-01-01;150;468;70200;70200;61500;61500;8700;8700;0;0;0;73800;NTHMedia_S
S_4644_GAME3_4644GAME3                  ;2025-01-01;200;1;200;200;200;200;0;0;0;0;0;240;NTHMedia_S
S_4644_GAME4_4644GAME4                  ;2025-01-01;300;2;600;600;600;600;0;0;0;0;0;720;NTHMedia_S
S_4644_MAD_4644MAD                      ;2025-01-01;580;2;1160;1160;0;0;1160;1160;0;0;0;0;NTHMedia_S
S_4644_MAT_4644MAT                      ;2025-01-01;580;57;33060;33060;10440;10440;22620;22620;0;0;0;12528;NTHMedia_S
S_4644_TXT_4644TXT                      ;2025-01-01;800;15;12000;12000;6400;6400;5600;5600;0;0;0;7680;NTHMedia_S
S_5232_SLA_5232SLA                      ;2025-01-01;150;1063;159450;159450;116700;116700;42750;42750;0;0;0;140040;NTHMedia_S
S_5232_SLA1_5232SLA1                    ;2025-01-01;200;478;95600;95600;69400;69400;26200;26200;0;0;0;83280;NTHMedia_S
S_5232_SLA2_5232SLA2                    ;2025-01-01;300;296;88800;88800;56700;56700;32100;32100;0;0;0;68040;NTHMedia_S
S_5232_SLA3_5232SLA3                    ;2025-01-01;580;97;56260;56260;34220;34220;22040;22040;0;0;0;41064;NTHMedia_S
S_5232_SLA4_5232SLA4                    ;2025-01-01;800;46;36800;36800;28000;28000;8800;8800;0;0;0;33600;NTHMedia_S
S_5332_RATE_5332SmsRateUnicredit        ;2025-01-01;6;3039;18234;18234;14310;14310;3924;3924;0;0;0;17172;NTHMedia_S
S_5332_STA_5332UnicreditUpitStanja      ;2025-01-01;6;1277;7662;7662;6072;6072;1590;1590;0;0;0;7286.4;NTHMedia_S
S_7008_TAROT247_NTHTarot247             ;2025-01-01;50;43;2150;2150;2150;2150;0;0;0;0;0;2580;NTHMedia_S
