Proizvod;Mesec_pruzanja_usluge;Jedinicna_cena;Broj_transakcija;Fakturisan_iznos;Fakturisan_korigovan_iznos;Naplacen_iznos;Kumulativ_naplacenih_iznosa;Nenaplacen_iznos;Nenaplacen_korigovan_iznos;Storniran_iznos_u_tekucem_mesecu_iz_perioda_pracenja;Otkazan_iznos;Kumulativ_otkazanih_iznosa;Iznos_za_prenos_sredstava*;Provajder
S___5530APPSFACTORY                     ;2025-01;150;221;33150;33150;4950;33150;0;0;0;0;0;5940;NTHMedia_S
S___5530FUN                             ;2025-01;150;18;2700;2700;0;2700;0;0;0;0;0;0;NTHMedia_S
S___5530GAMESBOX                        ;2025-01;150;14;2100;2100;0;1800;300;300;0;0;0;0;NTHMedia_S
S___5789CRZ                             ;2025-01;150;138;20700;20700;4050;20700;0;0;0;0;0;4860;NTHMedia_S
S___5791MMG                             ;2025-01;300;427;128100;128100;17400;113400;14700;14700;0;0;0;20880;NTHMedia_S
S___5791MMV                             ;2025-01;300;351;105300;105300;24600;90300;15000;15000;0;0;0;29520;NTHMedia_S
S___5791QCS                             ;2025-01;300;379;113700;113700;12300;99000;14700;14700;0;0;0;14760;NTHMedia_S
S___5791UGZ                             ;2025-01;300;480;144000;144000;26400;127200;16800;16800;0;0;0;31680;NTHMedia_S
S___5792PFL                             ;2025-01;300;9;2700;2700;600;2700;0;0;0;0;0;720;NTHMedia_S
S___5807BMS                             ;2025-01;150;1144;171600;171600;23550;166800;4800;4800;0;0;0;28260;NTHMedia_S
S___5807BT                              ;2025-01;150;2473;370950;370950;45150;358350;12600;12600;0;0;0;54180;NTHMedia_S
S___5807GYM                             ;2025-01;150;19;2850;2850;450;2850;0;0;0;0;0;540;NTHMedia_S
S___5807YC                              ;2025-01;150;8583;1287450;1287450;204600;1237050;50400;50400;0;0;0;245520;NTHMedia_S
S___7008Sat                             ;2025-01;150;19;2850;2850;0;2850;0;0;0;0;0;0;NTHMedia_S
S___7008Sex                             ;2025-01;150;9;1350;1350;0;1350;0;0;0;0;0;0;NTHMedia_S
S___8807TK10                            ;2025-01;50;8;400;400;0;400;0;0;0;0;0;0;NTHMedia_S
S___8807TK13                            ;2025-01;50;85;4250;4250;400;4250;0;0;0;0;0;480;NTHMedia_S
S___8807TK14                            ;2025-01;50;8;400;400;0;400;0;0;0;0;0;0;NTHMedia_S
S___8807TK2                             ;2025-01;50;32;1600;1600;0;800;800;800;0;0;0;0;NTHMedia_S
S___8807TK7                             ;2025-01;50;4;200;200;0;200;0;0;0;0;0;0;NTHMedia_S
S___8809SKUEEDIO                        ;2025-01;300;3;900;900;0;900;0;0;0;0;0;0;NTHMedia_S
S___GRAND                               ;2025-01;50;195;9750;9750;2050;9750;0;0;0;0;0;2460;NTHMedia_S
S___NTHfun1666                          ;2025-01;300;40;12000;12000;0;10500;1500;1500;0;0;0;0;NTHMedia_S
S___NTHigre                             ;2025-01;300;5;1500;1500;1500;1500;0;0;0;0;0;1800;NTHMedia_S
S_1030_FUK_1030FUK                      ;2025-01;750;21;15750;15750;4500;14250;1500;1500;0;0;0;5400;NTHMedia_S
S_1441__NthChat                         ;2025-01;150;1632;244800;244800;43350;205050;39750;39750;0;0;0;52020;NTHMedia_S
S_1553_BAL_1553BAL                      ;2025-01;150;58;8700;8700;750;6450;2250;2250;0;0;0;900;NTHMedia_S
S_1553_ISTINA_1553ISTINA                ;2025-01;150;1;150;150;0;150;0;0;0;0;0;0;NTHMedia_S
S_1553_KUL_KUL                          ;2025-01;100;3;300;300;0;300;0;0;0;0;0;0;NTHMedia_S
S_1553_KZV_1553KZV                      ;2025-01;300;1690;507000;507000;133800;490500;16500;16500;0;0;0;160560;NTHMedia_S
S_1554_TKN_1554TKN                      ;2025-01;300;291;87300;87300;19500;83100;4200;4200;0;0;0;23400;NTHMedia_S
S_1554_VIA_1554VIA                      ;2025-01;600;402;241200;241200;25800;229200;12000;12000;0;0;0;30960;NTHMedia_S
S_1556_DA_1556DA                        ;2025-01;5;2;10;10;5;10;0;0;0;0;0;6;NTHMedia_S
S_1556_TAT1_1556TAT1                    ;2025-01;200;27;5400;5400;200;5200;200;200;0;0;0;240;NTHMedia_S
S_1556_TAT2_1556TAT2                    ;2025-01;300;216;64800;64800;11100;62100;2700;2700;0;0;0;13320;NTHMedia_S
S_1556_TLS1_1556TLS1                    ;2025-01;100;138;13800;13800;4100;12800;1000;1000;0;0;0;4920;NTHMedia_S
S_1556_TLS2_1556TLS2                    ;2025-01;150;5;750;750;150;600;150;150;0;0;0;180;NTHMedia_S
S_1556_TLS3_1556TLS3                    ;2025-01;200;56;11200;11200;5800;11200;0;0;0;0;0;6960;NTHMedia_S
S_1556_TLS4_1556TLS4                    ;2025-01;300;79;23700;23700;1800;22500;1200;1200;0;0;0;2160;NTHMedia_S
S_1556_TLS5_1556TLS5                    ;2025-01;150;27;4050;4050;150;4050;0;0;0;0;0;180;NTHMedia_S
S_1556_TLS6_1556TLS6                    ;2025-01;300;4;1200;1200;300;1200;0;0;0;0;0;360;NTHMedia_S
S_1556_TLS7_1556TLS7                    ;2025-01;350;2;700;700;0;700;0;0;0;0;0;0;NTHMedia_S
S_1617_SEX_1617SEX                      ;2025-01;750;41;30750;30750;6750;29250;1500;1500;0;0;0;8100;NTHMedia_S
S_1617_TIK_1617TIK                      ;2025-01;750;4;3000;3000;0;2250;750;750;0;0;0;0;NTHMedia_S
S_1665_SYM_1665SYM                      ;2025-01;450;10;4500;4500;450;4500;0;0;0;0;0;540;NTHMedia_S
S_1668_AKTIVIRAJ_1668AKTIVIRAJ          ;2025-01;1250;28;35000;35000;8750;31250;3750;3750;0;0;0;10500;NTHMedia_S
S_2778_ANDEO_2778ANDEO                  ;2025-01;450;151;67950;67950;17100;66150;1800;1800;0;0;0;20520;NTHMedia_S
S_2778_CODE_2778CODE                    ;2025-01;75;5;375;375;0;375;0;0;0;0;0;0;NTHMedia_S
S_2778_GO_2778GO                        ;2025-01;180;34;6120;6120;0;6120;0;0;0;0;0;0;NTHMedia_S
S_2778_KEY_2778KEY                      ;2025-01;400;1;400;400;0;400;0;0;0;0;0;0;NTHMedia_S
S_2778_LEN_2778LEN                      ;2025-01;450;11;4950;4950;900;4950;0;0;0;0;0;1080;NTHMedia_S
S_2778_PIN_2778PIN                      ;2025-01;800;16;12800;12800;8800;12800;0;0;0;0;0;10560;NTHMedia_S
S_2778_REKVIZIT_2778REKVIZIT            ;2025-01;75;113;8475;8475;1875;8250;225;225;0;0;0;2250;NTHMedia_S
S_4023_MILICA_4023MILICA                ;2025-01;250;1;250;250;0;250;0;0;0;0;0;0;NTHMedia_S
S_4023_PEDJA_4023PEDJA                  ;2025-01;250;8;2000;2000;500;2000;0;0;0;0;0;600;NTHMedia_S
S_4023_SAVET_4023SAVET                  ;2025-01;250;4;1000;1000;0;1000;0;0;0;0;0;0;NTHMedia_S
S_4640_PCA_4640PCA                      ;2025-01;5;53;265;265;25;260;5;5;0;0;0;30;NTHMedia_S
S_4644_100_4644100                      ;2025-01;100;14;1400;1400;400;1400;0;0;0;0;0;480;NTHMedia_S
S_4644_150_4644150                      ;2025-01;150;26;3900;3900;750;3900;0;0;0;0;0;900;NTHMedia_S
S_4644_200_4644200                      ;2025-01;200;25;5000;5000;1200;5000;0;0;0;0;0;1440;NTHMedia_S
S_4644_25_464425                        ;2025-01;25;1;25;25;0;25;0;0;0;0;0;0;NTHMedia_S
S_4644_300_4644300                      ;2025-01;300;26;7800;7800;3900;7800;0;0;0;0;0;4680;NTHMedia_S
S_4644_50_464450                        ;2025-01;50;21;1050;1050;350;1000;50;50;0;0;0;420;NTHMedia_S
S_4644_GAME_4644GAME                    ;2025-01;50;6;300;300;50;300;0;0;0;0;0;60;NTHMedia_S
S_4644_GAME1_4644GAME1                  ;2025-01;100;3;300;300;0;300;0;0;0;0;0;0;NTHMedia_S
S_4644_GAME2_4644GAME2                  ;2025-01;150;484;72600;72600;7800;67800;4800;4800;0;0;0;9360;NTHMedia_S
S_4644_GAME3_4644GAME3                  ;2025-01;200;5;1000;1000;200;1000;0;0;0;0;0;240;NTHMedia_S
S_4644_GAME4_4644GAME4                  ;2025-01;300;2;600;600;0;600;0;0;0;0;0;0;NTHMedia_S
S_4644_MAD_4644MAD                      ;2025-01;580;5;2900;2900;0;2320;580;580;0;0;0;0;NTHMedia_S
S_4644_MAT_4644MAT                      ;2025-01;580;62;35960;35960;12760;35960;0;0;0;0;0;15312;NTHMedia_S
S_4644_TXT_4644TXT                      ;2025-01;800;28;22400;22400;3200;22400;0;0;0;0;0;3840;NTHMedia_S
S_5232_SLA_5232SLA                      ;2025-01;150;1065;159750;159750;40800;155700;4050;4050;0;0;0;48960;NTHMedia_S
S_5232_SLA1_5232SLA1                    ;2025-01;200;494;98800;98800;28800;96600;2200;2200;0;0;0;34560;NTHMedia_S
S_5232_SLA2_5232SLA2                    ;2025-01;300;271;81300;81300;16800;78900;2400;2400;0;0;0;20160;NTHMedia_S
S_5232_SLA3_5232SLA3                    ;2025-01;580;80;46400;46400;10440;42340;4060;4060;0;0;0;12528;NTHMedia_S
S_5232_SLA4_5232SLA4                    ;2025-01;800;42;33600;33600;13600;33600;0;0;0;0;0;16320;NTHMedia_S
S_5332_RATE_5332SmsRateUnicredit        ;2025-01;6;3734;22404;22404;4446;21744;660;660;0;0;0;5335.2;NTHMedia_S
S_5332_STA_5332UnicreditUpitStanja      ;2025-01;6;1416;8496;8496;1368;8412;84;84;0;0;0;1641.6;NTHMedia_S
S_7008_TAROT247_NTHTarot247             ;2025-01;50;22;1100;1100;0;1100;0;0;0;0;0;0;NTHMedia_S
