Proizvod;Mesec_pruzanja_usluge;Jedinicna_cena;Broj_transakcija;Fakturisan_iznos;Fakturisan_korigovan_iznos;Naplacen_iznos;Kumulativ_naplacenih_iznosa;Nenaplacen_iznos;Nenaplacen_korigovan_iznos;Storniran_iznos_u_tekucem_mesecu_iz_perioda_pracenja;Otkazan_iznos;Kumulativ_otkazanih_iznosa;Iznos_za_prenos_sredstava*;Provajder
O_1030_STOPHOT_1030HOT                  ;2024-09;5;2;10;10;0;10;0;0;0;0;0;0;NTHMedia_S
O_1030_STOPLET_1030LET                  ;2024-09;5;1;5;5;0;5;0;0;0;0;0;0;NTHMedia_S
O_1123_STOPMV_1123MV                    ;2024-09;5;2;10;10;0;10;0;0;0;0;0;0;NTHMedia_S
O_1123_STOPMX_1123MX                    ;2024-09;5;2;10;10;0;10;0;0;0;0;0;0;NTHMedia_S
O_1553_STOPGAMERS_1553GAMERS            ;2024-09;5;1;5;5;0;5;0;0;0;0;0;0;NTHMedia_S
O_1553_STOPGAMMA_1553GAMMA              ;2024-09;5;4;20;20;0;20;0;0;0;0;0;0;NTHMedia_S
O_1553_STOPGET_1553GET                  ;2024-09;5;1;5;5;0;5;0;0;0;0;0;0;NTHMedia_S
O_1553_STOPGOO_1553GOO                  ;2024-09;5;1;5;5;0;5;0;0;0;0;0;0;NTHMedia_S
O_1553_STOPHD_1553Hd                    ;2024-09;5;1;5;5;0;5;0;0;0;0;0;0;NTHMedia_S
O_1553_STOPOCISTI_1553OCISTI            ;2024-09;5;4;20;20;0;20;0;0;0;0;0;0;NTHMedia_S
O_1553_STOPXONE_1553XONE                ;2024-09;5;197;985;985;10;955;30;30;0;0;0;12;NTHMedia_S
O_1554_STOPAPC_1554APC                  ;2024-09;5;1344;6720;6720;125;6595;125;125;0;0;0;150;NTHMedia_S
O_1554_STOPJPLAY_1554JPLAY              ;2024-09;5;1;5;5;0;5;0;0;0;0;0;0;NTHMedia_S
O_1554_STOPMOV_1554MOV                  ;2024-09;5;1;5;5;0;5;0;0;0;0;0;0;NTHMedia_S
O_1554_STOPRRR_1554RRR                  ;2024-09;5;6;30;30;0;30;0;0;0;0;0;0;NTHMedia_S
O_1554_STOPTUBE_1554TUBE                ;2024-09;5;170;850;850;30;830;20;20;0;0;0;36;NTHMedia_S
O_1556_STOPAE_1556AE                    ;2024-09;5;1;5;5;0;5;0;0;0;0;0;0;NTHMedia_S
O_1556_STOPFUN_1556FUN                  ;2024-09;5;2;10;10;0;10;0;0;0;0;0;0;NTHMedia_S
O_1556_STOPPLAY_1556PLAY                ;2024-09;5;1;5;5;0;5;0;0;0;0;0;0;NTHMedia_S
O_1556_STOPRAPID_1556RAPID              ;2024-09;5;241;1205;1205;25;1190;15;15;0;0;0;30;NTHMedia_S
O_1556_STOPTOP_1556TOP                  ;2024-09;5;1;5;5;0;5;0;0;0;0;0;0;NTHMedia_S
O_1617_STOPDOMACE_1617NTHDomace         ;2024-09;5;3;15;15;0;15;0;0;0;0;0;0;NTHMedia_S
O_1617_STOPIGRE_NTHigre                 ;2024-09;5;1;5;5;0;5;0;0;0;0;0;0;NTHMedia_S
O_1666_STOPFUN_NTHfun1666               ;2024-09;5;5;25;25;0;25;0;0;0;0;0;0;NTHMedia_S
O_2229_STOPDE_2229DnevnaErotika         ;2024-09;5;1;5;5;0;5;0;0;0;0;0;0;NTHMedia_S
O_2229_STOPTMN_2229TXTMania             ;2024-09;5;1;5;5;0;5;0;0;0;0;0;0;NTHMedia_S
O_2229_STOPVIDEO_2229WapLandClub        ;2024-09;5;1;5;5;0;5;0;0;0;0;0;0;NTHMedia_S
O_2778_STOPEROV2_2778Erov2              ;2024-09;5;19;95;95;0;95;0;0;0;0;0;0;NTHMedia_S
O_2778_STOPEROV3_2778Erov3              ;2024-09;5;4;20;20;0;20;0;0;0;0;0;0;NTHMedia_S
O_4011_STOPBRAIN_4011BRAIN              ;2024-09;5;86;430;430;5;425;5;5;0;0;0;6;NTHMedia_S
O_4016_STOPOCISTI_4016OCISTI            ;2024-09;5;1;5;5;0;5;0;0;0;0;0;0;NTHMedia_S
O_4025_STOPFB_4025FB                    ;2024-09;5;2;10;10;0;10;0;0;0;0;0;0;NTHMedia_S
O_4091_STOPMS_4091MS                    ;2024-09;5;646;3230;3230;75;3170;60;60;0;0;0;90;NTHMedia_S
O_4092_STOPGAMI_4092GAMI                ;2024-09;5;249;1245;1245;35;1240;5;5;0;0;0;42;NTHMedia_S
O_4092_STOPM360_4092M360                ;2024-09;5;5;25;25;5;25;0;0;0;0;0;6;NTHMedia_S
O_4093_STOPSTREAM_4093STREAM            ;2024-09;5;129;645;645;10;605;40;40;0;0;0;12;NTHMedia_S
O_4094_STOPABC_4094ABC                  ;2024-09;5;35;175;175;0;170;5;5;0;0;0;0;NTHMedia_S
O_4094_STOPHUB_4094HUB                  ;2024-09;5;450;2250;2250;40;2215;35;35;0;0;0;48;NTHMedia_S
O_4097_STOPFIT_4097FIT                  ;2024-09;5;1;5;5;0;5;0;0;0;0;0;0;NTHMedia_S
O_4098_STOPAAA_4098AAA                  ;2024-09;5;2;10;10;0;10;0;0;0;0;0;0;NTHMedia_S
O_4272_STOPSM_4272SM                    ;2024-09;5;1361;6805;6805;80;6710;95;95;0;0;0;96;NTHMedia_S
O_4505_STOPAUGIE_4505AUGIE              ;2024-09;5;131;655;655;10;630;25;25;0;0;0;12;NTHMedia_S
O_4516_STOPASTRO_4516ASTRO              ;2024-09;5;2;10;10;0;10;0;0;0;0;0;0;NTHMedia_S
O_4516_STOPCLEAN_4516CLEAN              ;2024-09;5;1;5;5;0;5;0;0;0;0;0;0;NTHMedia_S
O_4516_STOPIQ_4516IQ                    ;2024-09;5;18;90;90;0;85;5;5;0;0;0;0;NTHMedia_S
O_4516_STOPKLICK_4516KLICK              ;2024-09;5;4;20;20;0;20;0;0;0;0;0;0;NTHMedia_S
O_4516_STOPPIC_4516PIC                  ;2024-09;5;14;70;70;5;70;0;0;0;0;0;6;NTHMedia_S
O_4516_STOPSPICY_4516SPICY              ;2024-09;5;224;1120;1120;25;1100;20;20;0;0;0;30;NTHMedia_S
O_4516_STOPWOW_4516WOW                  ;2024-09;5;1;5;5;0;5;0;0;0;0;0;0;NTHMedia_S
O_4557_STOPHUB_4557HUB                  ;2024-09;5;2;10;10;0;10;0;0;0;0;0;0;NTHMedia_S
O_4820_STOPAW_4820AW                    ;2024-09;5;4;20;20;0;15;5;5;0;0;0;0;NTHMedia_S
O_4822_STOPKC_4822KC                    ;2024-09;5;4;20;20;5;15;5;5;0;0;0;6;NTHMedia_S
O_5060_STOPFC_5060FC                    ;2024-09;5;59;295;295;15;290;5;5;0;0;0;18;NTHMedia_S
O_5200_STOPGAM_5200GAM                  ;2024-09;5;226;1130;1130;10;1120;10;10;0;0;0;12;NTHMedia_S
O_5223_STOPGO_5223GO                    ;2024-09;5;1;5;5;0;5;0;0;0;0;0;0;NTHMedia_S
O_5225_STOPFC_5225FC                    ;2024-09;5;29;145;145;0;145;0;0;0;0;0;0;NTHMedia_S
O_5225_STOPGET_5225GET                  ;2024-09;5;13;65;65;0;65;0;0;0;0;0;0;NTHMedia_S
O_5444_STOPCF_5444CF                    ;2024-09;5;11;55;55;0;55;0;0;0;0;0;0;NTHMedia_S
O_5444_STOPPT_5444PT                    ;2024-09;5;13;65;65;0;65;0;0;0;0;0;0;NTHMedia_S
O_5530_STOPAPPSFACTORY_5530APPSFACTORY  ;2024-09;5;1;5;5;0;5;0;0;0;0;0;0;NTHMedia_S
O_5789_STOPCRZ_5789CRZ                  ;2024-09;5;1;5;5;0;5;0;0;0;0;0;0;NTHMedia_S
O_5791_STOPMMG_5791MMG                  ;2024-09;5;2;10;10;0;10;0;0;0;0;0;0;NTHMedia_S
O_5791_STOPMMV_5791MMV                  ;2024-09;5;3;15;15;0;15;0;0;0;0;0;0;NTHMedia_S
O_5791_STOPQCS_5791QCS                  ;2024-09;5;7;35;35;0;30;5;5;0;0;0;0;NTHMedia_S
O_5791_STOPUGZ_5791UGZ                  ;2024-09;5;5;25;25;0;25;0;0;0;0;0;0;NTHMedia_S
O_5807_STOPBMS_5807BMS                  ;2024-09;5;24;120;120;0;120;0;0;0;0;0;0;NTHMedia_S
O_5807_STOPYC_5807YC                    ;2024-09;5;303;1515;1515;5;1490;25;25;0;0;0;6;NTHMedia_S
O_8807_STOPTK13_8807TK13                ;2024-09;5;1;5;5;0;5;0;0;0;0;0;0;NTHMedia_S
R_1554_OK_1554OK                        ;2024-09;5;1;5;5;0;5;0;0;0;0;0;0;NTHMedia_S
R_1556_AE_1556AE                        ;2024-09;5;1;5;5;0;5;0;0;0;0;0;0;NTHMedia_S
R_2778_EROV2_2778Erov2                  ;2024-09;5;26;130;130;5;125;5;5;0;0;0;6;NTHMedia_S
R_2778_EROV3_2778Erov3                  ;2024-09;5;6;30;30;0;30;0;0;0;0;0;0;NTHMedia_S
R_8807_TK11_8807TK11                    ;2024-09;5;1;5;5;0;5;0;0;0;0;0;0;NTHMedia_S
R_8807_TK7_8807TK7                      ;2024-09;5;1;5;5;0;5;0;0;0;0;0;0;NTHMedia_S
S___1030HOT                             ;2024-09;150;281;42150;42150;0;40800;1350;1350;0;0;0;0;NTHMedia_S
S___1030LET                             ;2024-09;300;82;24600;24600;0;24600;0;0;0;0;0;0;NTHMedia_S
S___1030SPA                             ;2024-09;300;9;2700;2700;0;2700;0;0;0;0;0;0;NTHMedia_S
S___1123FT                              ;2024-09;150;26;3900;3900;0;3900;0;0;0;0;0;0;NTHMedia_S
S___1123FV                              ;2024-09;150;78;11700;11700;0;11700;0;0;0;0;0;0;NTHMedia_S
S___1123GA                              ;2024-09;150;9;1350;1350;0;1350;0;0;0;0;0;0;NTHMedia_S
S___1123HV                              ;2024-09;150;41;6150;6150;0;4950;1200;1200;0;0;0;0;NTHMedia_S
S___1123MV                              ;2024-09;150;193;28950;28950;1200;27750;1200;1200;0;0;0;1440;NTHMedia_S
S___1123MX                              ;2024-09;150;249;37350;37350;0;37350;0;0;0;0;0;0;NTHMedia_S
S___1518IGRA                            ;2024-09;150;9;1350;1350;0;1350;0;0;0;0;0;0;NTHMedia_S
S___1553GAMMA                           ;2024-09;300;342;102600;102600;2700;97200;5400;5400;0;0;0;3240;NTHMedia_S
S___1553Hd                              ;2024-09;150;83;12450;12450;0;11100;1350;1350;0;0;0;0;NTHMedia_S
S___1553OCISTI                          ;2024-09;300;160;48000;48000;0;44700;3300;3300;0;0;0;0;NTHMedia_S
S___1553VID                             ;2024-09;150;10;1500;1500;0;1500;0;0;0;0;0;0;NTHMedia_S
S___1553XONE                            ;2024-09;150;3856;578400;578400;10050;559350;19050;19050;0;0;0;12060;NTHMedia_S
S___1554AA                              ;2024-09;150;24;3600;3600;0;2400;1200;1200;0;0;0;0;NTHMedia_S
S___1554APC                             ;2024-09;300;7727;2318100;2318100;44400;2268600;49500;49500;0;0;0;53280;NTHMedia_S
S___1554FB                              ;2024-09;300;17;5100;5100;0;5100;0;0;0;0;0;0;NTHMedia_S
S___1554Gutanje                         ;2024-09;150;4;600;600;0;600;0;0;0;0;0;0;NTHMedia_S
S___1554Hit                             ;2024-09;150;4;600;600;0;600;0;0;0;0;0;0;NTHMedia_S
S___1554Horny                           ;2024-09;150;8;1200;1200;0;1200;0;0;0;0;0;0;NTHMedia_S
S___1554JPLAY                           ;2024-09;150;33;4950;4950;0;4950;0;0;0;0;0;0;NTHMedia_S
S___1554MOV                             ;2024-09;150;172;25800;25800;300;25800;0;0;0;0;0;360;NTHMedia_S
S___1554Puta                            ;2024-09;150;4;600;600;0;600;0;0;0;0;0;0;NTHMedia_S
S___1554RRR                             ;2024-09;150;737;110550;110550;3000;106050;4500;4500;0;0;0;3600;NTHMedia_S
S___1554Selfi                           ;2024-09;150;5;750;750;0;750;0;0;0;0;0;0;NTHMedia_S
S___1554Sise                            ;2024-09;150;10;1500;1500;0;1500;0;0;0;0;0;0;NTHMedia_S
S___1554Top                             ;2024-09;150;4;600;600;0;600;0;0;0;0;0;0;NTHMedia_S
S___1554TUBE                            ;2024-09;150;2044;306600;306600;7500;295650;10950;10950;0;0;0;9000;NTHMedia_S
S___1554UGZ                             ;2024-09;300;4;1200;1200;0;1200;0;0;0;0;0;0;NTHMedia_S
S___1554VID                             ;2024-09;300;17;5100;5100;0;5100;0;0;0;0;0;0;NTHMedia_S
S___1554Vruca                           ;2024-09;150;2;300;300;0;300;0;0;0;0;0;0;NTHMedia_S
S___1554XPORN                           ;2024-09;150;9;1350;1350;0;1350;0;0;0;0;0;0;NTHMedia_S
S___1556CRZ                             ;2024-09;150;55;8250;8250;1200;8250;0;0;0;0;0;1440;NTHMedia_S
S___1556PLAY                            ;2024-09;300;45;13500;13500;0;12000;1500;1500;0;0;0;0;NTHMedia_S
S___1556RAPID                           ;2024-09;150;3156;473400;473400;15900;467400;6000;6000;0;0;0;19080;NTHMedia_S
S___1556TOP                             ;2024-09;300;6;1800;1800;0;300;1500;1500;0;0;0;0;NTHMedia_S
S___1617NTHDomace                       ;2024-09;150;159;23850;23850;600;23850;0;0;0;0;0;720;NTHMedia_S
S___2229BusWapLand                      ;2024-09;80;4;320;320;0;320;0;0;0;0;0;0;NTHMedia_S
S___2229DnevnaErotika                   ;2024-09;15;23;345;345;0;345;0;0;0;0;0;0;NTHMedia_S
S___2229SuperSavet                      ;2024-09;150;2;300;300;0;300;0;0;0;0;0;0;NTHMedia_S
S___2229TXTMania                        ;2024-09;15;582;8730;8730;0;8655;75;75;0;0;0;0;NTHMedia_S
S___2229WapLandClub                     ;2024-09;90;118;10620;10620;360;10620;0;0;0;0;0;432;NTHMedia_S
S___2229WapLandClub18                   ;2024-09;50;2;100;100;0;100;0;0;0;0;0;0;NTHMedia_S
S___2229WapLandClub19                   ;2024-09;75;4;300;300;0;300;0;0;0;0;0;0;NTHMedia_S
S___2229WapLandKids11                   ;2024-09;90;66;5940;5940;0;5670;270;270;0;0;0;0;NTHMedia_S
S___2229WapLandKids27                   ;2024-09;150;14;2100;2100;450;1800;300;300;0;0;0;540;NTHMedia_S
S___2345sedmica                         ;2024-09;35;5;175;175;0;175;0;0;0;0;0;0;NTHMedia_S
S___2778Erov2                           ;2024-09;300;44;13200;13200;1200;12600;600;600;0;0;0;1440;NTHMedia_S
S___2778Erov3                           ;2024-09;500;7;3500;3500;0;3500;0;0;0;0;0;0;NTHMedia_S
S___4011BRAIN                           ;2024-09;150;2299;344850;344850;14700;325050;19800;19800;0;0;0;17640;NTHMedia_S
S___4011MEMO                            ;2024-09;150;12;1800;1800;0;1800;0;0;0;0;0;0;NTHMedia_S
S___4014HID                             ;2024-09;300;26;7800;7800;0;7800;0;0;0;0;0;0;NTHMedia_S
S___4016OCISTI                          ;2024-09;300;100;30000;30000;1200;24300;5700;5700;0;0;0;1440;NTHMedia_S
S___4016RIPPLE                          ;2024-09;150;5;750;750;0;750;0;0;0;0;0;0;NTHMedia_S
S___4025FB                              ;2024-09;150;671;100650;100650;300;98250;2400;2400;0;0;0;360;NTHMedia_S
S___4091MS                              ;2024-09;300;6892;2067600;2067600;65100;1994100;73500;73500;0;0;0;78120;NTHMedia_S
S___4092ASTRO                           ;2024-09;300;108;32400;32400;600;30000;2400;2400;0;0;0;720;NTHMedia_S
S___4092GAMI                            ;2024-09;300;1321;396300;396300;7200;385500;10800;10800;0;0;0;8640;NTHMedia_S
S___4092M360                            ;2024-09;300;611;183300;183300;6000;178200;5100;5100;0;0;0;7200;NTHMedia_S
S___4092PLAY                            ;2024-09;300;356;106800;106800;2400;103200;3600;3600;0;0;0;2880;NTHMedia_S
S___4093STREAM                          ;2024-09;150;477;71550;71550;600;69900;1650;1650;0;0;0;720;NTHMedia_S
S___4094ABC                             ;2024-09;150;327;49050;49050;600;46950;2100;2100;0;0;0;720;NTHMedia_S
S___4094HUB                             ;2024-09;150;6183;927450;927450;27300;900450;27000;27000;0;0;0;32760;NTHMedia_S
S___4097AAA                             ;2024-09;150;175;26250;26250;0;24450;1800;1800;0;0;0;0;NTHMedia_S
S___4097FIT                             ;2024-09;150;138;20700;20700;900;20100;600;600;0;0;0;1080;NTHMedia_S
S___4272SM                              ;2024-09;300;8495;2548500;2548500;41400;2467500;81000;81000;0;0;0;49680;NTHMedia_S
S___4505AUGIE                           ;2024-09;300;266;79800;79800;3000;77100;2700;2700;0;0;0;3600;NTHMedia_S
S___4514AA                              ;2024-09;150;8;1200;1200;0;1200;0;0;0;0;0;0;NTHMedia_S
S___4514BA                              ;2024-09;300;4;1200;1200;0;1200;0;0;0;0;0;0;NTHMedia_S
S___4514CLUBEX                          ;2024-09;150;8;1200;1200;0;1200;0;0;0;0;0;0;NTHMedia_S
S___4516ASTRO                           ;2024-09;150;127;19050;19050;1650;17400;1650;1650;0;0;0;1980;NTHMedia_S
S___4516CLEAN                           ;2024-09;150;58;8700;8700;0;8700;0;0;0;0;0;0;NTHMedia_S
S___4516DANCE                           ;2024-09;150;126;18900;18900;1350;18900;0;0;0;0;0;1620;NTHMedia_S
S___4516IQ                              ;2024-09;150;1026;153900;153900;3750;147600;6300;6300;0;0;0;4500;NTHMedia_S
S___4516KLICK                           ;2024-09;150;544;81600;81600;1500;79050;2550;2550;0;0;0;1800;NTHMedia_S
S___4516LOL                             ;2024-09;150;69;10350;10350;0;6450;3900;3900;0;0;0;0;NTHMedia_S
S___4516LUNA                            ;2024-09;150;19;2850;2850;0;2850;0;0;0;0;0;0;NTHMedia_S
S___4516PIC                             ;2024-09;150;891;133650;133650;8100;131250;2400;2400;0;0;0;9720;NTHMedia_S
S___4516SPICY                           ;2024-09;150;2574;386100;386100;13200;377550;8550;8550;0;0;0;15840;NTHMedia_S
S___4516WELL                            ;2024-09;150;158;23700;23700;2700;23700;0;0;0;0;0;3240;NTHMedia_S
S___4516WOW                             ;2024-09;150;109;16350;16350;1500;14850;1500;1500;0;0;0;1800;NTHMedia_S
S___4557HUB                             ;2024-09;150;342;51300;51300;300;48750;2550;2550;0;0;0;360;NTHMedia_S
S___4800FB                              ;2024-09;150;41;6150;6150;0;6150;0;0;0;0;0;0;NTHMedia_S
S___4800ON                              ;2024-09;150;5;750;750;0;750;0;0;0;0;0;0;NTHMedia_S
S___4820AW                              ;2024-09;150;578;86700;86700;6450;81000;5700;5700;0;0;0;7740;NTHMedia_S
S___4822KC                              ;2024-09;300;11;3300;3300;300;3000;300;300;0;0;0;360;NTHMedia_S
S___5060FC                              ;2024-09;300;182;54600;54600;1500;52800;1800;1800;0;0;0;1800;NTHMedia_S
S___5060FUN                             ;2024-09;300;1;300;300;0;300;0;0;0;0;0;0;NTHMedia_S
S___5060OK                              ;2024-09;300;1;300;300;0;300;0;0;0;0;0;0;NTHMedia_S
S___5060VID                             ;2024-09;300;1;300;300;0;300;0;0;0;0;0;0;NTHMedia_S
S___5060YES                             ;2024-09;150;1;150;150;0;150;0;0;0;0;0;0;NTHMedia_S
S___5200GAM                             ;2024-09;150;2029;304350;304350;6450;293400;10950;10950;0;0;0;7740;NTHMedia_S
S___5225AP                              ;2024-09;150;141;21150;21150;0;17250;3900;3900;0;0;0;0;NTHMedia_S
S___5225FC                              ;2024-09;150;5322;798300;798300;15000;760650;37650;37650;0;0;0;18000;NTHMedia_S
S___5225GET                             ;2024-09;300;1017;305100;305100;8400;283800;21300;21300;0;0;0;10080;NTHMedia_S
S___5444CF                              ;2024-09;300;1050;315000;315000;12900;296400;18600;18600;0;0;0;15480;NTHMedia_S
S___5444PT                              ;2024-09;300;1239;371700;371700;6900;354600;17100;17100;0;0;0;8280;NTHMedia_S
S___5530APPSFACTORY                     ;2024-09;150;216;32400;32400;1350;32400;0;0;0;0;0;1620;NTHMedia_S
S___5530FUN                             ;2024-09;150;18;2700;2700;0;2700;0;0;0;0;0;0;NTHMedia_S
S___5530GAMESBOX                        ;2024-09;150;16;2400;2400;0;2100;300;300;0;0;0;0;NTHMedia_S
S___5789CRZ                             ;2024-09;150;129;19350;19350;0;19350;0;0;0;0;0;0;NTHMedia_S
S___5791MMG                             ;2024-09;300;428;128400;128400;5100;120300;8100;8100;0;0;0;6120;NTHMedia_S
S___5791MMV                             ;2024-09;300;348;104400;104400;6300;94200;10200;10200;0;0;0;7560;NTHMedia_S
S___5791QCS                             ;2024-09;300;390;117000;117000;600;104400;12600;12600;0;0;0;720;NTHMedia_S
S___5791UGZ                             ;2024-09;300;485;145500;145500;0;130200;15300;15300;0;0;0;0;NTHMedia_S
S___5807BMS                             ;2024-09;150;83;12450;12450;0;12450;0;0;0;0;0;0;NTHMedia_S
S___5807YC                              ;2024-09;150;5484;822600;822600;26400;805200;17400;17400;0;0;0;31680;NTHMedia_S
S___7008Sat                             ;2024-09;150;16;2400;2400;0;2400;0;0;0;0;0;0;NTHMedia_S
S___7008Sex                             ;2024-09;150;9;1350;1350;0;1350;0;0;0;0;0;0;NTHMedia_S
S___8807TK10                            ;2024-09;50;9;450;450;0;450;0;0;0;0;0;0;NTHMedia_S
S___8807TK12                            ;2024-09;50;1;50;50;0;50;0;0;0;0;0;0;NTHMedia_S
S___8807TK13                            ;2024-09;50;91;4550;4550;0;4550;0;0;0;0;0;0;NTHMedia_S
S___8807TK14                            ;2024-09;50;9;450;450;0;450;0;0;0;0;0;0;NTHMedia_S
S___8807TK2                             ;2024-09;50;36;1800;1800;900;1800;0;0;0;0;0;1080;NTHMedia_S
S___8807TK7                             ;2024-09;50;6;300;300;0;300;0;0;0;0;0;0;NTHMedia_S
S___GRAND                               ;2024-09;50;183;9150;9150;200;9150;0;0;0;0;0;240;NTHMedia_S
S___NTHfun1666                          ;2024-09;300;39;11700;11700;0;10500;1200;1200;0;0;0;0;NTHMedia_S
S___NTHigre                             ;2024-09;300;4;1200;1200;0;1200;0;0;0;0;0;0;NTHMedia_S
S_1030_FUK_1030FUK                      ;2024-09;750;4;3000;3000;0;3000;0;0;0;0;0;0;NTHMedia_S
S_1441__NthChat                         ;2024-09;150;2211;331650;331650;26250;299550;32100;32100;0;0;0;31500;NTHMedia_S
S_1553_BAL_1553BAL                      ;2024-09;150;28;4200;4200;150;3300;900;900;0;0;0;180;NTHMedia_S
S_1553_ISTINA_1553ISTINA                ;2024-09;150;2;300;300;0;300;0;0;0;0;0;0;NTHMedia_S
S_1553_KUL_KUL                          ;2024-09;100;4;400;400;0;400;0;0;0;0;0;0;NTHMedia_S
S_1553_KZV_1553KZV                      ;2024-09;300;1595;478500;478500;13200;469200;9300;9300;0;0;0;15840;NTHMedia_S
S_1553_SUDBINA_1553SUDBINA              ;2024-09;150;7;1050;1050;0;1050;0;0;0;0;0;0;NTHMedia_S
S_1554_DAP_1554DAP                      ;2024-09;150;6;900;900;0;900;0;0;0;0;0;0;NTHMedia_S
S_1554_TKN_1554TKN                      ;2024-09;300;271;81300;81300;3600;80400;900;900;0;0;0;4320;NTHMedia_S
S_1554_VIA_1554VIA                      ;2024-09;600;832;499200;499200;8400;492000;7200;7200;0;0;0;10080;NTHMedia_S
S_1556_DA_1556DA                        ;2024-09;5;3;15;15;0;15;0;0;0;0;0;0;NTHMedia_S
S_1556_JA_1556JA                        ;2024-09;5;1;5;5;0;5;0;0;0;0;0;0;NTHMedia_S
S_1556_TAT1_1556TAT1                    ;2024-09;200;24;4800;4800;600;4800;0;0;0;0;0;720;NTHMedia_S
S_1556_TAT2_1556TAT2                    ;2024-09;300;257;77100;77100;1500;77100;0;0;0;0;0;1800;NTHMedia_S
S_1556_TLS1_1556TLS1                    ;2024-09;100;101;10100;10100;500;9300;800;800;0;0;0;600;NTHMedia_S
S_1556_TLS2_1556TLS2                    ;2024-09;150;12;1800;1800;300;1800;0;0;0;0;0;360;NTHMedia_S
S_1556_TLS3_1556TLS3                    ;2024-09;200;42;8400;8400;200;8400;0;0;0;0;0;240;NTHMedia_S
S_1556_TLS4_1556TLS4                    ;2024-09;300;74;22200;22200;300;22200;0;0;0;0;0;360;NTHMedia_S
S_1556_TLS5_1556TLS5                    ;2024-09;150;30;4500;4500;0;4500;0;0;0;0;0;0;NTHMedia_S
S_1556_TLS6_1556TLS6                    ;2024-09;300;4;1200;1200;0;1200;0;0;0;0;0;0;NTHMedia_S
S_1556_TLS8_1556TLS8                    ;2024-09;580;1;580;580;0;580;0;0;0;0;0;0;NTHMedia_S
S_1617_SEX_1617SEX                      ;2024-09;750;37;27750;27750;0;27750;0;0;0;0;0;0;NTHMedia_S
S_1617_TIK_1617TIK                      ;2024-09;750;3;2250;2250;0;2250;0;0;0;0;0;0;NTHMedia_S
S_1665_SYM_1665SYM                      ;2024-09;450;6;2700;2700;0;2700;0;0;0;0;0;0;NTHMedia_S
S_1668_AKTIVIRAJ_1668AKTIVIRAJ          ;2024-09;1250;29;36250;36250;2500;35000;1250;1250;0;0;0;3000;NTHMedia_S
S_2778_ANDEO_2778ANDEO                  ;2024-09;450;95;42750;42750;0;40950;1800;1800;0;0;0;0;NTHMedia_S
S_2778_CODE_2778CODE                    ;2024-09;75;4;300;300;0;300;0;0;0;0;0;0;NTHMedia_S
S_2778_DAPA_2778DAPA                    ;2024-09;500;1;500;500;0;500;0;0;0;0;0;0;NTHMedia_S
S_2778_GO_2778GO                        ;2024-09;180;7;1260;1260;180;1260;0;0;0;0;0;216;NTHMedia_S
S_2778_KEY_2778KEY                      ;2024-09;400;2;800;800;0;800;0;0;0;0;0;0;NTHMedia_S
S_2778_LEN_2778LEN                      ;2024-09;450;14;6300;6300;0;4950;1350;1350;0;0;0;0;NTHMedia_S
S_2778_PIN_2778PIN                      ;2024-09;800;21;16800;16800;8000;16800;0;0;0;0;0;9600;NTHMedia_S
S_2778_REKVIZIT_2778REKVIZIT            ;2024-09;75;122;9150;9150;0;9150;0;0;0;0;0;0;NTHMedia_S
S_4023_MILICA_4023MILICA                ;2024-09;250;2;500;500;0;500;0;0;0;0;0;0;NTHMedia_S
S_4023_PEDJA_4023PEDJA                  ;2024-09;250;5;1250;1250;0;1250;0;0;0;0;0;0;NTHMedia_S
S_4023_SAVET_4023SAVET                  ;2024-09;250;14;3500;3500;0;3500;0;0;0;0;0;0;NTHMedia_S
S_4640_PCA_4640PCA                      ;2024-09;5;61;305;305;0;300;5;5;0;0;0;0;NTHMedia_S
S_4644_100_4644100                      ;2024-09;100;18;1800;1800;0;1800;0;0;0;0;0;0;NTHMedia_S
S_4644_150_4644150                      ;2024-09;150;18;2700;2700;0;2700;0;0;0;0;0;0;NTHMedia_S
S_4644_200_4644200                      ;2024-09;200;19;3800;3800;0;3800;0;0;0;0;0;0;NTHMedia_S
S_4644_25_464425                        ;2024-09;25;6;150;150;25;150;0;0;0;0;0;30;NTHMedia_S
S_4644_300_4644300                      ;2024-09;300;13;3900;3900;0;3900;0;0;0;0;0;0;NTHMedia_S
S_4644_50_464450                        ;2024-09;50;19;950;950;0;900;50;50;0;0;0;0;NTHMedia_S
S_4644_GAME_4644GAME                    ;2024-09;50;5;250;250;0;250;0;0;0;0;0;0;NTHMedia_S
S_4644_GAME1_4644GAME1                  ;2024-09;100;3;300;300;0;300;0;0;0;0;0;0;NTHMedia_S
S_4644_GAME2_4644GAME2                  ;2024-09;150;363;54450;54450;300;53550;900;900;0;0;0;360;NTHMedia_S
S_4644_GAME3_4644GAME3                  ;2024-09;200;1;200;200;0;200;0;0;0;0;0;0;NTHMedia_S
S_4644_GAME4_4644GAME4                  ;2024-09;300;2;600;600;0;600;0;0;0;0;0;0;NTHMedia_S
S_4644_MAT_4644MAT                      ;2024-09;580;35;20300;20300;580;20300;0;0;0;0;0;696;NTHMedia_S
S_4644_TXT_4644TXT                      ;2024-09;800;19;15200;15200;1600;15200;0;0;0;0;0;1920;NTHMedia_S
